tile_name,tile_path,paved_plaza_surface_area,paved_plaza_surface_count,paved_plaza_surface_conf,isolated_walkway_area,isolated_walkway_count,isolated_walkway_conf,meandering_sidewalk_area,meandering_sidewalk_count,meandering_sidewalk_conf,fragmented_sidewalk_area,fragmented_sidewalk_count,fragmented_sidewalk_conf,isolated_roadway_area,isolated_roadway_count,isolated_roadway_conf,vegetated_ground_surface_area,vegetated_ground_surface_count,vegetated_ground_surface_conf,road_marking_surface_area,road_marking_surface_count,road_marking_surface_conf,paved_plaza_surface_area_px,isolated_walkway_area_px,meandering_sidewalk_area_px,fragmented_sidewalk_area_px,isolated_roadway_area_px,vegetated_ground_surface_area_px,road_marking_surface_area_px
158658_194000,tiles/158658_194000.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0374,1,0.8513,0.2547,3,0.5589,0.0,0,0.0,0,0,0,0,2451,16692,0
158658_194001,tiles/158658_194001.jpg,0.0362,1,0.5023,0.0,0,0.0,0.0312,1,0.5449,0.4225,16,1.3805999999999998,0.0538,1,0.8484,0.1103,2,0.5509,0.0,0,0.0,2372,0,2044,27688,3525,7228,0
158658_194002,tiles/158658_194002.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.1004,1,0.5109,0.0782,1,0.8445,0.0866,2,0.6296,0.0,0,0.0,0,0,0,6579,5124,5675,0
158658_194003,tiles/158658_194003.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.19740000000000002,4,1.2239,0.0098,1,0.5016,0.0,0,0.0,0.0,0,0.0,0,0,0,12936,642,0,0
158658_194004,tiles/158658_194004.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.1064,1,0.5115,0.1005,1,0.8871,0.0069,2,0.5255,0.0,0,0.0,0,0,0,6973,6586,452,0
158658_194005,tiles/158658_194005.jpg,0.0,0,0.0,0.0161,3,0.642,0.0163,2,0.5958,0.3789,8,1.1304,0.0125,1,0.7532,0.3172,8,0.6806,0.0,0,0.0,0,1055,1068,24831,819,20788,0
158658_194006,tiles/158658_194006.jpg,0.0,0,0.0,0.0295,2,0.6034,0.0153,1,0.5417,0.477,8,1.2530999999999999,0.0,0,0.0,0.0778,7,0.6551,0.0,0,0.0,0,1933,1002,31260,0,5098,0
158658_194007,tiles/158658_194007.jpg,0.0,0,0.0,0.0368,1,0.6203,0.0373,1,0.5149,0.1915,4,1.1530999999999998,0.0899,1,0.7725,0.0,0,0.0,0.0,0,0.0,0,2411,2444,12550,5891,0,0
158658_194008,tiles/158658_194008.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0885,2,0.633,0.09,3,0.5751,0.016,1,0.6411,0.0,0,0.0,0,0,0,5799,5898,1048,0
158658_194009,tiles/158658_194009.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.1582,2,0.5875,0.0,0,0.0,0.0,0,0.0,0,0,0,0,10367,0,0
158658_194010,tiles/158658_194010.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.3235,6,1.2649,0.0531,1,0.8286,0.0,0,0.0,0.0,0,0.0,0,0,0,21200,3479,0,0
158658_194011,tiles/158658_194011.jpg,0.046,1,0.5116,0.0142,1,0.5064,0.0,0,0.0,0.1507,3,0.5765,0.0306,1,0.6844,0.0,0,0.0,0.0049,1,0.5688,3014,930,0,9876,2005,0,321
158658_194012,tiles/158658_194012.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,1.0958999999999999,10,1.3194,0.1102,1,0.851,0.0,0,0.0,0.0,0,0.0,0,0,0,71820,7222,0,0
158658_194013,tiles/158658_194013.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.3063,2,1.4095,0.1532,1,0.8484,0.0,0,0.0,0.0,0,0.0,0,0,0,20073,10040,0,0
158658_194014,tiles/158658_194014.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.4821,7,1.2016,0.1885,2,0.554,0.0836,1,0.9141,0.0,0,0.0,0,0,0,31594,12353,5478,0
158658_194015,tiles/158658_194015.jpg,0.0408,1,0.5362,0.0294,2,0.5975,0.03,2,0.5719,0.3599,5,1.2718,0.2413,1,0.627,0.0925,3,0.7786,0.0,0,0.0,2673,1926,1966,23586,15813,6062,0
158658_194016,tiles/158658_194016.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.8049,4,1.1813,0.1453,1,0.8194,0.4409,2,0.7205,0.0,0,0.0,0,0,0,52749,9522,28894,0
158658_194017,tiles/158658_194017.jpg,0.3646,1,0.5269,0.0,0,0.0,0.0,0,0.0,0.3622,2,0.5668,0.1702,1,0.7413,0.2583,2,0.6721,0.0,0,0.0,23894,0,0,23737,11154,16927,0
158658_194018,tiles/158658_194018.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.4546,4,1.1402999999999999,0.127,2,0.5721,0.0,0,0.0,0.0,0,0.0,0,0,0,29792,8323,0,0
158658_194019,tiles/158658_194019.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.4112,4,1.3561,0.1622,1,0.7662,0.0,0,0.0,0.006,3,0.5027,0,0,0,26948,10629,0,393
158658_194020,tiles/158658_194020.jpg,0.7292,2,0.711,0.0,0,0.0,0.0,0,0.0,1.3866,3,1.5741,0.0853,2,0.6144,0.0,0,0.0,0.0,0,0.0,47788,0,0,90872,5590,0,0
158658_194021,tiles/158658_194021.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.1636,2,1.3028,0.1324,1,0.8611,0.0,0,0.0,0.0,0,0.0,0,0,0,10721,8676,0,0
158658_194022,tiles/158658_194022.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.3356,4,1.1474,0.1145,1,0.8637,0.0,0,0.0,0.0128,1,0.6209,0,0,0,21993,7503,0,838
158658_194023,tiles/158658_194023.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.7951,8,1.3515,0.1969,2,0.6564,0.0,0,0.0,0.0141,3,0.6068,0,0,0,52107,12904,0,924
158658_194024,tiles/158658_194024.jpg,0.0,0,0.0,0.022,1,0.6118,0.0,0,0.0,0.0568,2,1.1767,0.036,1,0.6882,0.0,0,0.0,0.0034,1,0.5897,0,1441,0,3722,2359,0,222
158658_194025,tiles/158658_194025.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.6229,5,1.3104,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,40822,0,0,0
158658_194026,tiles/158658_194026.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.1617,3,1.0608,0.0,0,0.0,0.2198,3,0.7912,0.0,0,0.0,0,0,0,10597,0,14404,0
158658_194027,tiles/158658_194027.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.087,2,0.5664,0.0427,1,0.8131,0.0426,3,0.7063,0.0,0,0.0,0,0,0,5701,2798,2791,0
158658_194028,tiles/158658_194028.jpg,0.0,0,0.0,0.0,0,0.0,0.0122,2,0.6101,0.0776,2,0.5815,0.0607,1,0.8526,0.0887,1,0.567,0.0,0,0.0,0,0,799,5085,3978,5813,0
158658_194029,tiles/158658_194029.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.127,2,0.5503,0.0846,1,0.7759,0.1993,3,0.6509,0.0,0,0.0,0,0,0,8323,5544,13061,0
158658_194030,tiles/158658_194030.jpg,0.0,0,0.0,0.0,0,0.0,0.0409,1,0.5216,0.1259,3,0.5867,0.1107,2,0.6828,0.1373,3,0.6003,0.0,0,0.0,0,0,2680,8250,7254,8998,0
158658_194031,tiles/158658_194031.jpg,0.0,0,0.0,0.0,0,0.0,0.0478,1,0.5063,0.1361,2,0.5324,0.1265,2,0.6198,0.0,0,0.0,0.0,0,0.0,0,0,3132,8919,8290,0,0
158658_194032,tiles/158658_194032.jpg,0.0,0,0.0,0.0325,2,0.5935,0.0127,1,0.573,0.0496,1,0.5624,0.0237,1,0.522,0.1486,3,0.6289,0.0,0,0.0,0,2129,832,3250,1553,9738,0
158658_194033,tiles/158658_194033.jpg,0.1696,2,0.557,0.0213,1,0.5951,0.0216,1,0.5368,0.2537,3,1.5277,0.0829,1,0.9015,0.0,0,0.0,0.0,0,0.0,11114,1395,1415,16626,5432,0,0
158658_194034,tiles/158658_194034.jpg,0.0338,1,0.5151,0.0,0,0.0,0.0,0,0.0,0.0332,1,0.6058,0.1068,1,0.6473,0.5244,1,0.8166,0.0,0,0.0,2215,0,0,2175,6999,34367,0
158658_194035,tiles/158658_194035.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.29090000000000005,2,1.4584,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,19064,0,0,0
158658_194036,tiles/158658_194036.jpg,0.0,0,0.0,0.0696,2,0.6203,0.0484,1,0.5035,0.4359,6,1.2214,0.096,1,0.7849,0.0,0,0.0,0.0391,5,0.7138,0,4561,3171,28567,6291,0,2562
158658_194037,tiles/158658_194037.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.1703,1,0.8007,0.0,0,0.0,0.0154,3,0.589,0,0,0,0,11160,0,1009
158658_194038,tiles/158658_194038.jpg,0.1722,1,0.5092,0.0167,1,0.759,0.0169,1,0.616,0.40590000000000004,4,1.3912,0.0333,1,0.6351,0.0806,2,0.7087,0.0047,4,0.5568,11285,1094,1107,26601,2182,5282,308
158658_194039,tiles/158658_194039.jpg,0.0,0,0.0,0.0417,2,0.5663,0.0271,1,0.5791,0.0507,1,0.7147,0.1174,1,0.8989,0.2038,5,0.7476,0.0153,1,0.8051,0,2732,1776,3322,7693,13356,1002
158658_194040,tiles/158658_194040.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0694,3,0.6947,0.0228,1,0.9013,0.3988,2,0.7366,0.0,0,0.0,0,0,0,4548,1494,26135,0
158658_194041,tiles/158658_194041.jpg,0.0,0,0.0,0.0217,1,0.6158,0.0,0,0.0,0.1249,2,0.6253,0.0951,1,0.9045,0.1039,6,0.5806,0.0,0,0.0,0,1422,0,8185,6232,6809,0
158658_194042,tiles/158658_194042.jpg,0.0,0,0.0,0.0058,1,0.6712,0.0058,1,0.5991,0.0501,2,0.531,0.0531,3,0.5672,0.2377,11,0.6393,0.0024,2,0.6429,0,380,380,3283,3479,15577,157
158658_194043,tiles/158658_194043.jpg,0.0,0,0.0,0.089,7,0.664,0.0576,2,0.6843,0.0,0,0.0,0.0871,1,0.9128,0.0,0,0.0,0.0,0,0.0,0,5832,3774,0,5708,0,0
158658_194044,tiles/158658_194044.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.6526000000000001,8,1.2949000000000002,0.0,0,0.0,0.0363,1,0.8744,0.0,0,0.0,0,0,0,42768,0,2378,0
158658_194045,tiles/158658_194045.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.07350000000000001,2,1.498,0.0953,1,0.6388,0.0,0,0.0,0.0,0,0.0,0,0,0,4816,6245,0,0
158658_194046,tiles/158658_194046.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0652,2,0.6429,0.0617,1,0.8758,0.024,1,0.6724,0.0,0,0.0,0,0,0,4272,4043,1572,0
158658_194047,tiles/158658_194047.jpg,0.0,0,0.0,0.0329,1,0.5391,0.0322,1,0.5727,0.1168,2,1.0805,0.0784,1,0.8975,0.0,0,0.0,0.0,0,0.0,0,2156,2110,7654,5138,0,0
158658_194048,tiles/158658_194048.jpg,0.0,0,0.0,0.0254,2,0.5838,0.0251,2,0.5335,0.038,2,0.5906,0.0758,3,0.5468,0.307,4,0.5985,0.0,0,0.0,0,1664,1644,2490,4967,20119,0
158658_194049,tiles/158658_194049.jpg,0.0,0,0.0,0.0419,3,0.721,0.0422,3,0.6122,0.1041,3,0.5936,0.086,1,0.9338,0.0227,3,0.692,0.0,0,0.0,0,2745,2765,6822,5636,1487,0
158658_194050,tiles/158658_194050.jpg,0.0,0,0.0,0.0429,3,0.5253,0.0293,1,0.5894,0.0365,1,0.5172,0.0824,1,0.9077,0.0,0,0.0,0.0,0,0.0,0,2811,1920,2392,5400,0,0
158658_194051,tiles/158658_194051.jpg,0.0,0,0.0,0.0,0,0.0,0.0345,1,0.5566,0.092,1,0.6277,0.0838,1,0.8791,0.0,0,0.0,0.0,0,0.0,0,0,2260,6029,5491,0,0
158658_194052,tiles/158658_194052.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0675,1,0.8193,0.0,0,0.0,0.0,0,0.0,0,0,0,0,4423,0,0
158658_194053,tiles/158658_194053.jpg,0.0,0,0.0,0.0139,1,0.6574,0.0141,1,0.5269,0.0722,2,1.0755,0.0134,1,0.7302,0.2143,1,0.635,0.0,0,0.0,0,910,924,4731,878,14044,0
158658_194054,tiles/158658_194054.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.1457,2,0.5488,0.0729,1,0.912,0.0,0,0.0,0.0,0,0.0,0,0,0,9548,4777,0,0
158658_194055,tiles/158658_194055.jpg,0.0,0,0.0,0.0519,2,0.5804,0.0,0,0.0,0.188,3,1.1223999999999998,0.0668,1,0.9147,0.1436,5,0.6208,0.0,0,0.0,0,3401,0,12320,4377,9410,0
158658_194056,tiles/158658_194056.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.048100000000000004,2,1.2006999999999999,0.0241,1,0.8548,0.0,0,0.0,0.0,0,0.0,0,0,0,3152,1579,0,0
158658_194057,tiles/158658_194057.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.1766,3,0.7045,0.0947,1,0.814,0.0926,2,0.6284,0.0,0,0.0,0,0,0,11573,6206,6068,0
158658_194058,tiles/158658_194058.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.113,9,0.6071,0.0,0,0.0,0,0,0,0,0,7405,0
158658_194059,tiles/158658_194059.jpg,0.1173,1,0.5433,0.0791,5,0.6733,0.0716,4,0.5688,0.2636,3,1.1977,0.1445,3,0.6532,0.1753,11,0.725,0.0,0,0.0,7687,5183,4692,17275,9469,11488,0
158658_194060,tiles/158658_194060.jpg,0.0,0,0.0,0.0105,1,0.6189,0.0168,2,0.615,0.0993,1,0.5086,0.1115,2,0.7131,0.0167,1,0.7903,0.0237,4,0.6129,0,688,1101,6507,7307,1094,1553
158658_194061,tiles/158658_194061.jpg,0.143,1,0.5779,0.0,0,0.0,0.0399,1,0.5693,0.1419,1,0.7748,0.1389,1,0.9094,0.0,0,0.0,0.0,0,0.0,9371,0,2614,9299,9102,0,0
158658_194062,tiles/158658_194062.jpg,0.0,0,0.0,0.0295,2,0.6098,0.03,2,0.5068,0.0999,3,0.599,0.0593,1,0.8701,0.1526,7,0.6267,0.0,0,0.0,0,1933,1966,6547,3886,10000,0
158658_194063,tiles/158658_194063.jpg,0.0,0,0.0,0.0675,2,0.5516,0.0687,2,0.5869,0.2613,3,1.2614999999999998,0.0998,1,0.8945,0.1763,4,0.5493,0.0,0,0.0,0,4423,4502,17124,6540,11553,0
158658_194064,tiles/158658_194064.jpg,0.0,0,0.0,0.0168,2,0.5564,0.0,0,0.0,0.0473,1,0.525,0.0468,1,0.7541,0.1415,10,0.659,0.0084,1,0.6072,0,1101,0,3099,3067,9273,550
158658_194065,tiles/158658_194065.jpg,0.0,0,0.0,0.0,0,0.0,0.0346,1,0.5153,0.2727,3,0.6186,0.1063,1,0.9237,0.2089,5,0.6441,0.0,0,0.0,0,0,2267,17871,6966,13690,0
158658_194066,tiles/158658_194066.jpg,0.0,0,0.0,0.028,1,0.5986,0.0,0,0.0,0.0742,2,0.5718,0.0744,1,0.8459,0.2993,3,0.6631,0.0,0,0.0,0,1835,0,4862,4875,19614,0
158658_194067,tiles/158658_194067.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.1634,1,0.5992,0.1389,1,0.7398,0.0073,1,0.5178,0.0,0,0.0,0,0,0,10708,9102,478,0
158658_194068,tiles/158658_194068.jpg,0.0,0,0.0,0.0337,2,0.6178,0.0346,2,0.5954,0.1122,4,1.0870000000000002,0.0826,2,0.7046,0.1039,3,0.6177,0.0,0,0.0,0,2208,2267,7353,5413,6809,0
158658_194069,tiles/158658_194069.jpg,0.0,0,0.0,0.0267,1,0.6194,0.0,0,0.0,0.03,1,0.5453,0.0,0,0.0,0.2934,3,0.6382,0.0,0,0.0,0,1749,0,1966,0,19228,0
158658_194070,tiles/158658_194070.jpg,0.0,0,0.0,0.0245,1,0.5167,0.079,2,0.5429,0.3417,6,1.1657,0.222,2,0.6653,0.2367,4,0.7668,0.0364,16,0.7073,0,1605,5177,22393,14548,15512,2385
158658_194071,tiles/158658_194071.jpg,0.0,0,0.0,0.0537,8,0.6171,0.0491,5,0.5446,0.1099,3,0.5352,0.0882,1,0.8772,0.1371,9,0.6015,0.0,0,0.0,0,3519,3217,7202,5780,8984,0
158658_194072,tiles/158658_194072.jpg,0.0,0,0.0,0.0592,5,0.5875,0.0247,1,0.551,0.1204,2,0.5281,0.0927,1,0.9076,0.1037,7,0.5861,0.0,0,0.0,0,3879,1618,7890,6075,6796,0
158659_193981,tiles/158659_193981.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.5436,2,1.2018,0.1431,1,0.6277,0.0711,2,0.6037,0.0,0,0.0,0,0,0,35625,9378,4659,0
158659_193982,tiles/158659_193982.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.1145,2,1.0619999999999998,0.1808,2,0.6951,0.4136,3,0.6528,0.0047,1,0.5028,0,0,0,7503,11848,27105,308
158659_193983,tiles/158659_193983.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.3772,3,0.7717,0.1744,2,0.759,0.0144,19,0.7001,0,0,0,0,24720,11429,943
158659_193984,tiles/158659_193984.jpg,0.0,0,0.0,0.0737,2,0.698,0.0,0,0.0,0.0,0,0.0,0.4303,4,0.705,0.1763,1,0.9181,0.0323,16,0.7529,0,4830,0,0,28200,11553,2116
158659_193985,tiles/158659_193985.jpg,0.0,0,0.0,0.0031,1,0.5122,0.0031,1,0.5003,0.0676,1,0.5233,0.2481,2,0.8642,0.2208,7,0.6157,0.0,0,0.0,0,203,203,4430,16259,14470,0
158659_193986,tiles/158659_193986.jpg,0.0,0,0.0,0.0,0,0.0,0.0397,2,0.5931,0.23509999999999998,3,1.1511,0.2023,2,0.6993,0.0866,3,0.6595,0.0,0,0.0,0,0,2601,15407,13257,5675,0
158659_193987,tiles/158659_193987.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0643,2,0.5972,0.1673,2,0.7438,0.1694,5,0.563,0.0248,2,0.6152,0,0,0,4213,10964,11101,1625
158659_193988,tiles/158659_193988.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.1247,2,0.5398,0.1219,2,0.6117,0.0949,2,0.6075,0.0,0,0.0,0,0,0,8172,7988,6219,0
158659_193989,tiles/158659_193989.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0542,1,0.5045,0.1368,2,0.6688,0.0544,2,0.565,0.0101,2,0.6234,0,0,0,3552,8965,3565,661
158659_193990,tiles/158659_193990.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.1458,2,0.6931,0.0,0,0.0,0.0,0,0.0,0,0,0,0,9555,0,0
158659_193991,tiles/158659_193991.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0389,1,0.5531,0.0652,1,0.7082,0.0,0,0.0,0.0,0,0.0,0,0,0,2549,4272,0,0
158659_193992,tiles/158659_193992.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.053,1,0.5215,0.0,0,0.0,0.0373,5,0.6278,0,0,0,0,3473,0,2444
158659_193993,tiles/158659_193993.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.03,1,0.5692,0.0379,1,0.8322,0.0,0,0.0,0,0,0,0,1966,2483,0
158659_193994,tiles/158659_193994.jpg,0.4443,1,0.6257,0.0,0,0.0,0.0,0,0.0,0.1144,2,0.5826,0.0889,1,0.5986,0.1511,6,0.8112,0.0732,13,0.6308,29117,0,0,7497,5826,9902,4797
158659_193995,tiles/158659_193995.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.1344,2,0.7238,0.0,0,0.0,0.0122,1,0.6567,0,0,0,0,8808,0,799
158659_193996,tiles/158659_193996.jpg,0.0,0,0.0,0.0158,1,0.5272,0.0,0,0.0,0.1586,2,0.5734,0.0756,1,0.6557,0.1219,4,0.6937,0.016,1,0.7395,0,1035,0,10394,4954,7988,1048
158659_193997,tiles/158659_193997.jpg,0.0,0,0.0,0.0085,1,0.5386,0.0,0,0.0,0.04,2,1.2331,0.0959,2,0.5901,0.0944,3,0.7054,0.0109,1,0.6591,0,557,0,2621,6284,6186,714
158659_193998,tiles/158659_193998.jpg,0.1042,1,0.5888,0.0,0,0.0,0.0,0,0.0,0.1018,1,0.6383,0.085,1,0.6159,0.0,0,0.0,0.0059,3,0.6836,6828,0,0,6671,5570,0,386
158659_193999,tiles/158659_193999.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0466,3,0.5448,0.0,0,0.0,0.2378,2,0.6627,0.0,0,0.0,0,0,0,3053,0,15584,0
158659_194000,tiles/158659_194000.jpg,0.0,0,0.0,0.0577,2,0.7013,0.0581,2,0.6731,0.1526,3,1.0917,0.0965,1,0.9351,0.128,3,0.6098,0.0,0,0.0,0,3781,3807,10000,6324,8388,0
158659_194001,tiles/158659_194001.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0609,1,0.6344,0.0606,1,0.8505,0.0,0,0.0,0.0,0,0.0,0,0,0,3991,3971,0,0
158659_194002,tiles/158659_194002.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.1128,2,0.5856,0.0,0,0.0,0.092,2,0.675,0.0,0,0.0,0,0,0,7392,0,6029,0
158659_194003,tiles/158659_194003.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.155,3,1.2043,0.0509,1,0.586,0.0,0,0.0,0.0,0,0.0,0,0,0,10158,3335,0,0
158659_194004,tiles/158659_194004.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.1064,2,0.5221,0.0785,1,0.715,0.0,0,0.0,0.0,0,0.0,0,0,0,6973,5144,0,0
158659_194005,tiles/158659_194005.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0959,2,1.541,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,6284,0,0,0
158659_194006,tiles/158659_194006.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.5035000000000001,5,1.2256,0.1732,2,0.6572,0.3451,4,0.636,0.0054,2,0.7035,0,0,0,32997,11350,22616,353
158659_194007,tiles/158659_194007.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.1497,1,0.8744,0.0,0,0.0,0.0276,3,0.6178,0,0,0,0,9810,0,1808
158659_194008,tiles/158659_194008.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.1753,1,0.808,0.0,0,0.0,0.0135,2,0.563,0,0,0,0,11488,0,884
158659_194009,tiles/158659_194009.jpg,0.0,0,0.0,0.0346,3,0.6165,0.0,0,0.0,0.9396,6,1.1613,0.2959,1,0.5348,0.0,0,0.0,0.0341,8,0.6109,0,2267,0,61577,19392,0,2234
158659_194010,tiles/158659_194010.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.2555,2,0.5508,0.1948,1,0.8919,0.0,0,0.0,0.0234,2,0.6038,0,0,0,16744,12766,0,1533
158659_194011,tiles/158659_194011.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0824,2,1.2057,0.1595,1,0.8531,0.0,0,0.0,0.0122,2,0.6324,0,0,0,5400,10452,0,799
158659_194012,tiles/158659_194012.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0635,1,0.5673,0.0538,1,0.7986,0.0,0,0.0,0.0,0,0.0,0,0,0,4161,3525,0,0
158659_194013,tiles/158659_194013.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.48460000000000003,4,1.1898,0.0565,1,0.869,0.0,0,0.0,0.0,0,0.0,0,0,0,31758,3702,0,0
158659_194014,tiles/158659_194014.jpg,0.4421,3,0.5628,0.0,0,0.0,0.0,0,0.0,0.8488,6,1.2646,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,28973,0,0,55626,0,0,0
158659_194015,tiles/158659_194015.jpg,0.2373,2,0.5349,0.0,0,0.0,0.0,0,0.0,0.5282,3,1.2511,0.1048,1,0.6775,0.0,0,0.0,0.0,0,0.0,15551,0,0,34616,6868,0,0
158659_194016,tiles/158659_194016.jpg,0.0,0,0.0,0.2348,1,0.5183,0.0,0,0.0,0.7341,5,0.6051,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,15387,0,48109,0,0,0
158659_194017,tiles/158659_194017.jpg,0.2323,1,0.5522,0.0,0,0.0,0.0,0,0.0,0.9047000000000001,7,1.376,0.2334,1,0.5336,0.3063,4,0.5769,0.0,0,0.0,15224,0,0,59290,15296,20073,0
158659_194018,tiles/158659_194018.jpg,0.6806,3,0.6028,0.0,0,0.0,0.0,0,0.0,1.3157,7,1.2896999999999998,0.3741,1,0.5045,0.0236,2,0.6349,0.0,0,0.0,44603,0,0,86225,24517,1546,0
158659_194019,tiles/158659_194019.jpg,0.5451,2,0.5948,0.0273,1,0.8989,0.0,0,0.0,0.8901000000000001,7,1.1008,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,35723,1789,0,58333,0,0,0
158659_194020,tiles/158659_194020.jpg,0.6008,2,0.5979,0.0,0,0.0,0.0,0,0.0,1.1904,4,1.6194,0.1638,1,0.8889,0.0,0,0.0,0.0,0,0.0,39374,0,0,78014,10734,0,0
158659_194021,tiles/158659_194021.jpg,0.6391,1,0.7457,0.0,0,0.0,0.0,0,0.0,1.2452999999999999,4,1.3676,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,41884,0,0,81611,0,0,0
158659_194022,tiles/158659_194022.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.2417,4,1.1983000000000001,0.1376,2,0.635,0.0238,1,0.786,0.0,0,0.0,0,0,0,15840,9017,1559,0
158659_194023,tiles/158659_194023.jpg,0.3036,1,0.8602,0.0,0,0.0,0.0,0,0.0,0.6063000000000001,2,1.7333,0.252,1,0.7202,0.2967,1,0.7285,0.0179,11,0.6185,19896,0,0,39734,16515,19444,1173
158659_194024,tiles/158659_194024.jpg,0.3676,1,0.5237,0.0,0,0.0,0.0664,1,0.5529,0.819,3,2.3245,0.1072,1,0.8999,0.0,0,0.0,0.0181,1,0.6326,24091,0,4351,53673,7025,0,1186
158659_194025,tiles/158659_194025.jpg,0.0,0,0.0,0.0331,2,0.554,0.0175,1,0.5145,0.4395,4,1.6040999999999999,0.1249,2,0.7514,0.0,0,0.0,0.0058,2,0.7397,0,2169,1146,28803,8185,0,380
158659_194026,tiles/158659_194026.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.2514,5,1.4044,0.0537,1,0.9084,0.1273,3,0.5995,0.0,0,0.0,0,0,0,16475,3519,8342,0
