tile_name,tile_path,paved_plaza_surface_area,paved_plaza_surface_count,paved_plaza_surface_conf,isolated_walkway_area,isolated_walkway_count,isolated_walkway_conf,meandering_sidewalk_area,meandering_sidewalk_count,meandering_sidewalk_conf,fragmented_sidewalk_area,fragmented_sidewalk_count,fragmented_sidewalk_conf,isolated_roadway_area,isolated_roadway_count,isolated_roadway_conf,vegetated_ground_surface_area,vegetated_ground_surface_count,vegetated_ground_surface_conf,road_marking_surface_area,road_marking_surface_count,road_marking_surface_conf,paved_plaza_surface_area_px,isolated_walkway_area_px,meandering_sidewalk_area_px,fragmented_sidewalk_area_px,isolated_roadway_area_px,vegetated_ground_surface_area_px,road_marking_surface_area_px
158625_193984,tiles/158625_193984.jpg,0.0,0,0.0,0.0345,3,0.5357,0.0534,3,0.5973,0.0343,2,1.1827999999999999,0.0544,1,0.8794,0.1097,3,0.7438,0.0117,3,0.5885,0,2260,3499,2247,3565,7189,766
158625_193985,tiles/158625_193985.jpg,0.0,0,0.0,0.0268,2,0.5504,0.0,0,0.0,0.0302,3,0.5292,0.025,2,0.5496,0.0181,1,0.5657,0.0,0,0.0,0,1756,0,1979,1638,1186,0
158625_193986,tiles/158625_193986.jpg,0.0,0,0.0,0.0893,2,0.6331,0.0904,2,0.6917,0.19979999999999998,3,1.2901,0.1417,1,0.934,0.1066,4,0.6636,0.0,0,0.0,0,5852,5924,13094,9286,6986,0
158625_193987,tiles/158625_193987.jpg,0.0,0,0.0,0.0339,2,0.6272,0.0339,2,0.6631,0.0846,3,1.4731,0.0824,1,0.9427,0.1811,5,0.7526,0.0,0,0.0,0,2221,2221,5544,5400,11868,0
158625_193988,tiles/158625_193988.jpg,0.0,0,0.0,0.0401,2,0.5284,0.0402,2,0.5549,0.1146,1,0.6269,0.1114,1,0.8804,0.0943,4,0.7725,0.0,0,0.0,0,2627,2634,7510,7300,6180,0
158625_193989,tiles/158625_193989.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.1805,6,1.1594,0.0596,2,0.5722,0.1391,6,0.7234,0.0,0,0.0,0,0,0,11829,3905,9116,0
158625_193990,tiles/158625_193990.jpg,0.1,1,0.7202,0.0225,2,0.59,0.0226,2,0.5574,0.1036,2,0.7049,0.0332,2,0.6147,0.2491,6,0.6933,0.0,0,0.0,6553,1474,1481,6789,2175,16325,0
158625_193991,tiles/158625_193991.jpg,0.0,0,0.0,0.0427,1,0.5266,0.0432,1,0.546,0.0225,1,0.5951,0.0691,2,0.6325,0.1311,4,0.7194,0.0,0,0.0,0,2798,2831,1474,4528,8591,0
158625_193992,tiles/158625_193992.jpg,0.0541,1,0.5082,0.0,0,0.0,0.0,0,0.0,0.29410000000000003,5,1.3076,0.0,0,0.0,0.0727,2,0.6623,0.0,0,0.0,3545,0,0,19274,0,4764,0
158625_193993,tiles/158625_193993.jpg,0.5952,1,0.5048,0.0,0,0.0,0.0,0,0.0,0.7349,4,0.6124,0.1161,1,0.6235,0.0,0,0.0,0.0,0,0.0,39007,0,0,48162,7608,0,0
158625_193994,tiles/158625_193994.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.11259999999999999,4,1.1061,0.0,0,0.0,0.2799,3,0.6873,0.0,0,0.0,0,0,0,7379,0,18343,0
158625_193995,tiles/158625_193995.jpg,0.0,0,0.0,0.0033,1,0.5661,0.0,0,0.0,0.0,0,0.0,0.0933,1,0.8443,0.1806,7,0.5909,0.0,0,0.0,0,216,0,0,6114,11835,0
158625_193996,tiles/158625_193996.jpg,0.0,0,0.0,0.0,0,0.0,0.0184,1,0.5268,0.048,2,0.5576,0.0297,1,0.7568,0.1891,1,0.7594,0.0,0,0.0,0,0,1205,3145,1946,12392,0
158625_193997,tiles/158625_193997.jpg,0.0,0,0.0,0.0035,1,0.5314,0.0035,1,0.5189,0.1257,2,0.5491,0.11,1,0.902,0.0706,5,0.6231,0.0,0,0.0,0,229,229,8237,7208,4626,0
158625_193998,tiles/158625_193998.jpg,0.0,0,0.0,0.0418,1,0.7361,0.0422,1,0.6637,0.1747,3,1.2365,0.0668,1,0.884,0.048,1,0.6994,0.0,0,0.0,0,2739,2765,11449,4377,3145,0
158625_193999,tiles/158625_193999.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.25630000000000003,7,1.2338,0.0323,1,0.7921,0.0,0,0.0,0.0,0,0.0,0,0,0,16796,2116,0,0
158625_194000,tiles/158625_194000.jpg,0.0,0,0.0,0.0545,3,0.5547,0.0514,2,0.5142,0.2961,3,0.5348,0.0839,1,0.8743,0.1888,5,0.667,0.0,0,0.0,0,3571,3368,19405,5498,12373,0
158625_194001,tiles/158625_194001.jpg,0.0,0,0.0,0.0294,2,0.6555,0.0183,1,0.5604,0.0,0,0.0,0.0,0,0.0,0.2881,3,0.6014,0.0,0,0.0,0,1926,1199,0,0,18880,0
158625_194002,tiles/158625_194002.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.1967,4,0.5459,0.0523,1,0.817,0.1406,3,0.795,0.0,0,0.0,0,0,0,12890,3427,9214,0
158625_194003,tiles/158625_194003.jpg,0.0,0,0.0,0.0145,1,0.6271,0.0151,1,0.5719,0.0514,1,0.5005,0.0462,1,0.8239,0.1832,4,0.6514,0.0,0,0.0,0,950,989,3368,3027,12006,0
158625_194004,tiles/158625_194004.jpg,0.0,0,0.0,0.0409,1,0.6825,0.0446,1,0.7225,0.139,3,0.5974,0.0881,1,0.93,0.2237,3,0.7292,0.0,0,0.0,0,2680,2922,9109,5773,14660,0
158625_194005,tiles/158625_194005.jpg,0.0,0,0.0,0.0,0,0.0,0.0058,1,0.5362,0.1602,3,1.3897,0.0429,1,0.8531,0.2313,7,0.7029,0.0,0,0.0,0,0,380,10498,2811,15158,0
158625_194006,tiles/158625_194006.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.1647,4,1.3391000000000002,0.0593,2,0.5593,0.2127,7,0.6709,0.0,0,0.0,0,0,0,10793,3886,13939,0
158625_194007,tiles/158625_194007.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0353,1,0.5512,0.0654,1,0.6781,0.0,0,0.0,0.0,0,0.0,0,0,0,2313,4286,0,0
158625_194008,tiles/158625_194008.jpg,0.1184,1,0.562,0.0,0,0.0,0.0579,2,0.5478,0.2057,4,1.2116,0.1175,1,0.9044,0.1556,6,0.652,0.0,0,0.0,7759,0,3794,13480,7700,10197,0
158625_194009,tiles/158625_194009.jpg,0.0,0,0.0,0.016,1,0.7523,0.0161,1,0.5199,0.0437,2,0.6102,0.0295,1,0.8675,0.2316,1,0.8076,0.0,0,0.0,0,1048,1055,2863,1933,15178,0
158625_194010,tiles/158625_194010.jpg,0.0,0,0.0,0.0625,2,0.5934,0.0624,1,0.5801,0.2669,3,0.5732,0.0994,1,0.7582,0.263,4,0.6968,0.0054,3,0.5286,0,4096,4089,17491,6514,17235,353
158625_194011,tiles/158625_194011.jpg,0.0,0,0.0,0.045,1,0.5234,0.0467,1,0.6152,0.0469,1,0.5049,0.1108,1,0.7524,0.1404,2,0.8208,0.0394,9,0.6777,0,2949,3060,3073,7261,9201,2582
158625_194012,tiles/158625_194012.jpg,0.0,0,0.0,0.0471,2,0.6061,0.0482,2,0.531,0.0,0,0.0,0.0753,2,0.6648,0.2194,3,0.7413,0.0082,2,0.5899,0,3086,3158,0,4934,14378,537
158625_194013,tiles/158625_194013.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.1345,1,0.6005,0.0861,1,0.8441,0.0,0,0.0,0.0,0,0.0,0,0,0,8814,5642,0,0
158625_194014,tiles/158625_194014.jpg,0.0,0,0.0,0.0,0,0.0,0.0341,1,0.654,0.0804,1,0.5024,0.0806,1,0.9214,0.0,0,0.0,0.0,0,0.0,0,0,2234,5269,5282,0,0
158625_194015,tiles/158625_194015.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.2053,6,1.2219,0.0314,1,0.8253,0.0809,2,0.8007,0.0,0,0.0,0,0,0,13454,2057,5301,0
158625_194016,tiles/158625_194016.jpg,0.0,0,0.0,0.0446,1,0.8292,0.0451,1,0.8,0.1946,3,1.0779,0.1207,1,0.8747,0.2738,1,0.8425,0.0043,1,0.7829,0,2922,2955,12753,7910,17943,281
158625_194017,tiles/158625_194017.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.4285,3,0.5818,0.1111,2,0.6691,0.0,0,0.0,0.0228,8,0.6301,0,0,0,28082,7281,0,1494
158625_194018,tiles/158625_194018.jpg,0.1973,1,0.6152,0.0,0,0.0,0.0049,1,0.5428,0.49129999999999996,3,1.7138,0.3121,4,0.5635,0.0993,3,0.5637,0.0094,1,0.6067,12930,0,321,32197,20453,6507,616
158625_194019,tiles/158625_194019.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.6803,6,1.1728,0.0732,1,0.9289,0.0,0,0.0,0.0052,1,0.7342,0,0,0,44584,4797,0,340
158625_194020,tiles/158625_194020.jpg,0.0,0,0.0,0.0054,1,0.7659,0.0055,1,0.5979,0.2577,4,1.3271,0.1158,2,0.7164,0.0944,3,0.756,0.0179,2,0.6452,0,353,360,16888,7589,6186,1173
158625_194021,tiles/158625_194021.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.4596,7,0.6146,0.0,0,0.0,0.0279,1,0.7205,0.0,0,0.0,0,0,0,30120,0,1828,0
158625_194022,tiles/158625_194022.jpg,0.4058,2,0.6137,0.0,0,0.0,0.0,0,0.0,1.0985,7,1.3543,0.0597,1,0.6779,0.0,0,0.0,0.0,0,0.0,26594,0,0,71991,3912,0,0
158625_194023,tiles/158625_194023.jpg,0.4952,1,0.7828,0.0239,2,0.5185,0.0,0,0.0,0.5035,1,0.6452,0.0,0,0.0,0.0,0,0.0,0.0244,14,0.547,32453,1566,0,32997,0,0,1599
158625_194024,tiles/158625_194024.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.2436,3,1.1689,0.0,0,0.0,0.0,0,0.0,0.0708,5,0.6576,0,0,0,15964,0,0,4639
158625_194025,tiles/158625_194025.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.16720000000000002,4,1.077,0.1104,2,0.5536,0.0,0,0.0,0.013,3,0.6015,0,0,0,10957,7235,0,851
158625_194026,tiles/158625_194026.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.1205,1,0.5445,0.0993,1,0.8652,0.0744,2,0.551,0.0,0,0.0,0,0,0,7897,6507,4875,0
158625_194027,tiles/158625_194027.jpg,0.0,0,0.0,0.0,0,0.0,0.0175,2,0.5682,0.1548,1,0.6763,0.1404,1,0.8873,0.0989,5,0.5786,0.0,0,0.0,0,0,1146,10144,9201,6481,0
158625_194028,tiles/158625_194028.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0333,1,0.6069,0.0584,1,0.8872,0.2489,5,0.6538,0.0,0,0.0,0,0,0,2182,3827,16311,0
158625_194029,tiles/158625_194029.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0084,1,0.5637,0.1152,1,0.9306,0.2958,2,0.8708,0.0,0,0.0,0,0,0,550,7549,19385,0
158625_194030,tiles/158625_194030.jpg,0.0,0,0.0,0.0571,1,0.5757,0.0579,1,0.582,0.15460000000000002,4,1.3373,0.1145,1,0.859,0.0,0,0.0,0.0,0,0.0,0,3742,3794,10131,7503,0,0
158625_194031,tiles/158625_194031.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0944,2,0.6286,0.139,3,0.7159,0.0,0,0.0,0,0,0,0,6186,9109,0
158625_194032,tiles/158625_194032.jpg,0.0,0,0.0,0.0277,1,0.568,0.0,0,0.0,0.2348,7,1.33,0.1106,3,0.6895,0.4757,4,0.6562,0.0,0,0.0,0,1815,0,15387,7248,31175,0
158625_194033,tiles/158625_194033.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0807,1,0.6085,0.0788,1,0.889,0.099,3,0.5912,0.0,0,0.0,0,0,0,5288,5164,6488,0
158625_194034,tiles/158625_194034.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.1097,2,0.5488,0.0762,1,0.7766,0.0,0,0.0,0.0,0,0.0,0,0,0,7189,4993,0,0
158625_194035,tiles/158625_194035.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0444,2,0.6569,0.0208,1,0.5037,0.0,0,0.0,0,0,0,0,2909,1363,0
158625_194036,tiles/158625_194036.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.1804,7,1.2311999999999999,0.0752,1,0.9063,0.0191,2,0.6018,0.0,0,0.0,0,0,0,11822,4928,1251,0
158625_194037,tiles/158625_194037.jpg,0.0,0,0.0,0.0331,1,0.6712,0.0333,1,0.7294,0.121,2,0.6257,0.0958,1,0.9051,0.126,6,0.5741,0.0,0,0.0,0,2169,2182,7929,6278,8257,0
158625_194038,tiles/158625_194038.jpg,0.0,0,0.0,0.0331,2,0.6698,0.0051,1,0.6743,0.0875,2,0.5571,0.0839,1,0.8788,0.134,4,0.6972,0.0,0,0.0,0,2169,334,5734,5498,8781,0
158625_194039,tiles/158625_194039.jpg,0.0,0,0.0,0.0201,4,0.6898,0.0146,2,0.5655,0.0383,3,0.5238,0.0103,1,0.6182,0.16,7,0.5559,0.0,0,0.0,0,1317,956,2510,675,10485,0
158625_194040,tiles/158625_194040.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.1711,2,0.7602,0.0293,1,0.9119,0.0233,3,0.7538,0,0,0,0,11213,1920,1526
158625_194041,tiles/158625_194041.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0286,1,0.5895,0.1677,1,0.9335,0.0497,5,0.5608,0.0147,1,0.672,0,0,0,1874,10990,3257,963
158625_194042,tiles/158625_194042.jpg,0.0,0,0.0,0.0558,2,0.512,0.0,0,0.0,0.0221,1,0.5256,0.1501,1,0.551,0.1353,2,0.9264,0.0551,9,0.712,0,3656,0,1448,9836,8867,3611
158625_194043,tiles/158625_194043.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.1338,1,0.5868,0.2032,2,0.709,0.184,2,0.5467,0.0074,1,0.5622,0,0,0,8768,13316,12058,484
158625_194044,tiles/158625_194044.jpg,0.0,0,0.0,0.0746,5,0.5348,0.0,0,0.0,0.3372,5,1.1545999999999998,0.1602,2,0.6795,0.0969,5,0.6085,0.0,0,0.0,0,4888,0,22098,10498,6350,0
158625_194045,tiles/158625_194045.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.1599,3,0.5634,0.1593,3,0.6514,0.1243,2,0.7646,0.0,0,0.0,0,0,0,10479,10439,8146,0
158625_194046,tiles/158625_194046.jpg,0.0,0,0.0,0.0747,4,0.5652,0.0665,2,0.6108,0.11120000000000001,2,1.1885,0.1705,2,0.6586,0.1984,6,0.7298,0.0,0,0.0,0,4895,4358,7287,11173,13002,0
158625_194047,tiles/158625_194047.jpg,0.0,0,0.0,0.0345,2,0.6206,0.0263,1,0.602,0.0917,2,0.6078,0.0777,1,0.8268,0.1148,4,0.6492,0.0,0,0.0,0,2260,1723,6009,5092,7523,0
158625_194048,tiles/158625_194048.jpg,0.0,0,0.0,0.0327,1,0.5416,0.0342,1,0.5326,0.0644,1,0.6819,0.063,1,0.8419,0.1867,5,0.6985,0.0,0,0.0,0,2143,2241,4220,4128,12235,0
158625_194049,tiles/158625_194049.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.07289999999999999,2,1.0775,0.1857,2,0.6906,0.0164,1,0.6715,0.0303,2,0.8365,0,0,0,4777,12170,1074,1985
158625_194050,tiles/158625_194050.jpg,0.9083,1,0.5137,0.0,0,0.0,0.0,0,0.0,0.8729,1,0.6378,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,59526,0,0,57206,0,0,0
158625_194051,tiles/158625_194051.jpg,0.5239,3,0.5312,0.0,0,0.0,0.0,0,0.0,0.5804,4,0.7013,0.1039,2,0.6263,0.1539,11,0.654,0.0,0,0.0,34334,0,0,38037,6809,10085,0
158625_194052,tiles/158625_194052.jpg,0.3996,1,0.5892,0.0,0,0.0,0.0,0,0.0,0.4111,2,0.6675,0.0,0,0.0,0.1455,1,0.7747,0.0,0,0.0,26188,0,0,26941,0,9535,0
158625_194053,tiles/158625_194053.jpg,0.739,1,0.5025,0.0047,1,0.7411,0.0048,1,0.5307,0.7185,1,0.6167,0.0048,1,0.5044,0.7119,1,0.9502,0.0,0,0.0,48431,308,314,47087,314,46655,0
158625_194054,tiles/158625_194054.jpg,0.995,1,0.8307,0.1136,1,0.628,0.0,0,0.0,0.9939,4,0.6203,0.1176,1,0.7274,0.8475,3,0.8956,0.0,0,0.0,65208,7444,0,65136,7707,55541,0
158625_194055,tiles/158625_194055.jpg,0.9572,1,0.6472,0.0661,1,0.8258,0.0,0,0.0,0.9612,4,0.5953,0.0671,1,0.92,0.8692,3,0.8975,0.0,0,0.0,62731,4331,0,62993,4397,56963,0
158625_194056,tiles/158625_194056.jpg,0.0,0,0.0,0.0207,2,0.6331,0.0179,1,0.5995,0.1599,4,1.1651,0.0268,1,0.8697,0.2041,2,0.7095,0.0,0,0.0,0,1356,1173,10479,1756,13375,0
158625_194057,tiles/158625_194057.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.2757,5,1.1057000000000001,0.1652,1,0.9033,0.0461,2,0.7865,0.0,0,0.0,0,0,0,18068,10826,3021,0
158625_194058,tiles/158625_194058.jpg,0.0,0,0.0,0.0,0,0.0,0.0355,1,0.5046,0.0341,1,0.5339,0.1462,1,0.8987,0.342,3,0.8161,0.0,0,0.0,0,0,2326,2234,9581,22413,0
158625_194059,tiles/158625_194059.jpg,0.0,0,0.0,0.029,1,0.6285,0.0294,1,0.5781,0.2478,5,0.5956,0.1565,4,0.6353,0.3077,4,0.8613,0.021,3,0.7244,0,1900,1926,16239,10256,20165,1376
158625_194060,tiles/158625_194060.jpg,0.0,0,0.0,0.1167,1,0.5401,0.0308,1,0.6304,0.1709,2,0.5483,0.1177,1,0.942,0.2314,5,0.677,0.0,0,0.0,0,7648,2018,11200,7713,15165,0
158625_194061,tiles/158625_194061.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.1486,1,0.903,0.3858,4,0.7345,0.0,0,0.0,0,0,0,0,9738,25283,0
158625_194062,tiles/158625_194062.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.1754,2,1.3457,0.0526,1,0.6831,0.0391,2,0.6401,0.0,0,0.0,0,0,0,11495,3447,2562,0
158625_194063,tiles/158625_194063.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.1978,2,0.6368,0.1775,2,0.7118,0.1561,9,0.6481,0.0193,3,0.6147,0,0,0,12963,11632,10230,1264
158625_194064,tiles/158625_194064.jpg,0.0,0,0.0,0.1174,3,0.5469,0.0,0,0.0,0.0422,1,0.5289,0.1827,1,0.6699,0.1962,8,0.6707,0.0515,7,0.6528,0,7693,0,2765,11973,12858,3375
158625_194065,tiles/158625_194065.jpg,0.0,0,0.0,0.0063,1,0.8232,0.0065,1,0.752,0.0,0,0.0,0.1411,1,0.8773,0.2211,3,0.5831,0.0263,4,0.5697,0,412,425,0,9247,14490,1723
158625_194066,tiles/158625_194066.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.2798,2,0.6709,0.2446,1,0.686,0.3319,2,0.6777,0.0,0,0.0,0,0,0,18336,16030,21751,0
158625_194067,tiles/158625_194067.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0845,2,0.5483,0.3299,4,0.7341,0.0,0,0.0,0,0,0,0,5537,21620,0
158625_194068,tiles/158625_194068.jpg,0.0,0,0.0,0.0,0,0.0,0.0318,1,0.6198,0.1124,2,0.5283,0.099,1,0.8803,0.019,1,0.6463,0.0097,1,0.7393,0,0,2084,7366,6488,1245,635
158625_194069,tiles/158625_194069.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.1527,1,0.5254,0.1156,2,0.5761,0.0185,1,0.6362,0.0235,3,0.5815,0,0,0,10007,7575,1212,1540
158625_194070,tiles/158625_194070.jpg,0.0,0,0.0,0.0097,1,0.551,0.0096,1,0.6141,0.0,0,0.0,0.0561,1,0.8751,0.0,0,0.0,0.0,0,0.0,0,635,629,0,3676,0,0
158625_194071,tiles/158625_194071.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.228,6,0.5651,0.1095,1,0.9265,0.1581,4,0.668,0.0,0,0.0,0,0,0,14942,7176,10361,0
158625_194072,tiles/158625_194072.jpg,0.6241,4,0.5876,0.0,0,0.0,0.034,1,0.5723,1.0146,5,1.2532999999999999,0.0564,1,0.6779,0.4395,1,0.6564,0.0,0,0.0,40901,0,2228,66492,3696,28803,0
158626_193981,tiles/158626_193981.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.072,2,0.5478,0.0262,1,0.6927,0.3137,2,0.7076,0.0,0,0.0,0,0,0,4718,1717,20558,0
158626_193982,tiles/158626_193982.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0804,2,0.5305,0.0484,1,0.5634,0.1577,2,0.5941,0.0,0,0.0,0,0,0,5269,3171,10335,0
158626_193983,tiles/158626_193983.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.1247,2,0.6236,0.0,0,0.0,0,0,0,0,0,8172,0
158626_193984,tiles/158626_193984.jpg,0.0,0,0.0,0.0995,1,0.5226,0.0,0,0.0,0.084,1,0.5555,0.0643,1,0.8742,0.4534,2,0.6288,0.0,0,0.0,0,6520,0,5505,4213,29714,0
158626_193985,tiles/158626_193985.jpg,0.2324,1,0.7112,0.0356,1,0.5187,0.0358,1,0.5007,0.45999999999999996,2,1.4466999999999999,0.0443,1,0.6377,0.0796,3,0.7098,0.0347,29,0.6082,15230,2333,2346,30146,2903,5216,2274
158626_193986,tiles/158626_193986.jpg,0.0,0,0.0,0.0,0,0.0,0.0279,1,0.6128,0.13319999999999999,4,1.5762,0.084,2,0.7304,0.0702,3,0.6987,0.0042,4,0.5711,0,0,1828,8729,5505,4600,275
158626_193987,tiles/158626_193987.jpg,0.0,0,0.0,0.0357,1,0.5073,0.0377,1,0.5684,0.0,0,0.0,0.1277,1,0.8911,0.2342,5,0.5845,0.0,0,0.0,0,2339,2470,0,8368,15348,0
158626_193988,tiles/158626_193988.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0629,2,0.663,0.0605,2,0.7897,0.2796,1,0.5335,0.0,0,0.0,0,0,0,4122,3964,18323,0
158626_193989,tiles/158626_193989.jpg,0.0,0,0.0,0.0262,1,0.5047,0.0,0,0.0,0.123,1,0.6347,0.0984,1,0.778,0.0449,1,0.5268,0.0,0,0.0,0,1717,0,8060,6448,2942,0
158626_193990,tiles/158626_193990.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.1324,1,0.7141,0.0964,1,0.8303,0.0033,1,0.6828,0.0,0,0.0,0,0,0,8676,6317,216,0
158626_193991,tiles/158626_193991.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.46399999999999997,8,1.2826,0.0656,1,0.8484,0.225,2,0.7122,0.0,0,0.0,0,0,0,30408,4299,14745,0
158626_193992,tiles/158626_193992.jpg,0.0486,2,0.7366,0.0466,3,0.6822,0.0135,1,0.7141,0.1093,4,0.631,0.0484,2,0.7258,0.1699,1,0.7223,0.0,0,0.0,3185,3053,884,7163,3171,11134,0
158626_193993,tiles/158626_193993.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.1271,1,0.5732,0.0871,2,0.7091,0.0,0,0.0,0.0,0,0.0,0,0,0,8329,5708,0,0
158626_193994,tiles/158626_193994.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.1627,1,0.6325,0.1374,1,0.8512,0.0533,4,0.6452,0.0,0,0.0,0,0,0,10662,9004,3493,0
158626_193995,tiles/158626_193995.jpg,0.0,0,0.0,0.0289,3,0.6206,0.029,3,0.6243,0.0615,1,0.536,0.0446,1,0.899,0.4007,4,0.6035,0.0,0,0.0,0,1893,1900,4030,2922,26260,0
158626_193996,tiles/158626_193996.jpg,0.0,0,0.0,0.0178,1,0.5761,0.0186,1,0.5302,0.1329,3,0.5582,0.1062,2,0.6848,0.1931,12,0.6918,0.0,0,0.0,0,1166,1218,8709,6959,12655,0
158626_193997,tiles/158626_193997.jpg,0.0,0,0.0,0.0506,1,0.5574,0.0452,1,0.5728,0.1419,1,0.5782,0.1009,1,0.8967,0.1947,6,0.6098,0.0,0,0.0,0,3316,2962,9299,6612,12759,0
158626_193998,tiles/158626_193998.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0255,1,0.6642,0.2777,1,0.6358,0.0,0,0.0,0,0,0,0,1671,18199,0
158626_193999,tiles/158626_193999.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.1925,2,0.5644,0.1536,1,0.933,0.1066,4,0.6154,0.0,0,0.0,0,0,0,12615,10066,6986,0
158626_194000,tiles/158626_194000.jpg,0.0,0,0.0,0.0108,1,0.6588,0.0,0,0.0,0.0631,2,0.5078,0.0,0,0.0,0.5264,3,0.6859,0.0,0,0.0,0,707,0,4135,0,34498,0
158626_194001,tiles/158626_194001.jpg,0.0,0,0.0,0.0481,1,0.5123,0.0466,1,0.5267,0.0941,1,0.5195,0.0746,1,0.8758,0.3339,13,0.6697,0.0,0,0.0,0,3152,3053,6166,4888,21882,0
158626_194002,tiles/158626_194002.jpg,0.0,0,0.0,0.0474,2,0.5395,0.0,0,0.0,0.1026,1,0.533,0.0889,2,0.6992,0.2329,4,0.5933,0.0,0,0.0,0,3106,0,6723,5826,15263,0
158626_194003,tiles/158626_194003.jpg,0.0,0,0.0,0.0424,1,0.5217,0.0,0,0.0,0.0,0,0.0,0.0847,2,0.5582,0.1536,10,0.6596,0.0,0,0.0,0,2778,0,0,5550,10066,0
158626_194004,tiles/158626_194004.jpg,0.0,0,0.0,0.0235,2,0.5605,0.0,0,0.0,0.1802,4,1.1692,0.0539,1,0.8442,0.1523,4,0.6447,0.0,0,0.0,0,1540,0,11809,3532,9981,0
158626_194005,tiles/158626_194005.jpg,0.0,0,0.0,0.0,0,0.0,0.0277,1,0.5095,0.1875,3,0.5787,0.1418,1,0.9466,0.1529,8,0.6301,0.0139,1,0.7218,0,0,1815,12288,9293,10020,910
158626_194006,tiles/158626_194006.jpg,0.0,0,0.0,0.0661,1,0.6233,0.0672,1,0.6173,0.1858,2,0.6403,0.0692,1,0.5728,0.4272,9,0.6814,0.0,0,0.0,0,4331,4404,12176,4535,27996,0
158626_194007,tiles/158626_194007.jpg,0.0,0,0.0,0.0416,1,0.5097,0.0,0,0.0,0.2969,3,1.1412,0.0634,1,0.8476,0.1806,2,0.5878,0.0,0,0.0,0,2726,0,19457,4154,11835,0
158626_194008,tiles/158626_194008.jpg,0.0,0,0.0,0.0063,1,0.5022,0.0492,1,0.5873,0.2097,7,1.1854,0.0713,1,0.7321,0.1849,4,0.6881,0.0181,3,0.8162,0,412,3224,13742,4672,12117,1186
158626_194009,tiles/158626_194009.jpg,0.0,0,0.0,0.1107,3,0.6623,0.1113,3,0.6865,0.44279999999999997,6,1.3572,0.2075,1,0.8709,0.3508,5,0.8153,0.0112,3,0.715,0,7254,7294,29019,13598,22990,734
